ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
483,430,Ramesh Kulkarni,40.0,5.0,1.0,49.0,1
484,431,Ramesh Achari,31.0,14.0,1.0,46.0,1
485,432,Hanumantha Desai,28.0,9.0,1.0,31.0,1
486,433,Anthony Sheikh,54.0,,1.0,48.0,1
487,434,Raghavendra Pai,36.0,1.0,,29.0,1
488,435,Harish Shetty,51.0,,1.0,19.0,1
489,436,Harish Kumar,,12.0,1.0,44.0,1
490,437,Fathima Reddy,47.0,4.0,1.0,42.0,2
491,438,Divya Angadi,54.0,10.0,,19.0,2
492,439,Sunitha Naik,23.0,21.0,2.0,,2
493,440,Bhagya Naik,31.0,16.0,1.0,,2
494,441,Radha D'Souza,41.0,17.0,1.0,48.0,2
495,441,Hanumantha Sheikh,66.0,25.0,1.0,5.0,1
496,442,Lokesh Sheikh,21.0,10.0,1.0,,1
497,443,Shivakumar Rao,29.0,21.0,1.0,,1
498,444,Ramesh Patil,33.0,4.0,2.0,60.0,1
499,445,Anthony Achari,50.0,24.0,1.0,30.0,1
500,445,Irfan Angadi,37.0,6.0,1.0,20.0,1
501,446,Divya Patil,19.0,8.0,,40.0,2
502,447,Abdul Naik,18.0,4.0,1.0,33.0,1
503,447,Wilson Achari,45.0,5.0,,33.0,1
504,448,Manjunath Nayaka,39.0,20.0,,27.0,1
505,449,Dinesh Gowda,,8.0,1.0,,1
506,450,Radha Biradar,33.0,12.0,2.0,42.0,2
507,451,Abdul Kulkarni,26.0,5.0,1.0,45.0,1
508,452,Chetan Sheikh,31.0,2.0,,14.0,1
509,453,Pallavi Gowda,50.0,8.0,2.0,27.0,2
510,454,Abdul Pai,49.0,3.0,1.0,,1
511,454,Asha Hegde,54.0,7.0,1.0,21.0,2
512,455,Bhagya Khan,,,1.0,27.0,2
513,456,Asha Banakar,37.0,,2.0,9.0,2
514,457,Venkatesh Poojari,35.0,7.0,1.0,1.0,1
515,458,Mohammed Pai,22.0,19.0,1.0,35.0,1
516,459,Deepa Desai,26.0,6.0,,,2
517,460,Abdul Khan,,21.0,1.0,,1
518,461,Imran Swamy,22.0,15.0,1.0,58.0,1
519,462,Naveen Reddy,61.0,,1.0,,1
520,463,Kiran Pai,42.0,3.0,1.0,3.0,1
521,464,Selvi Swamy,48.0,21.0,1.0,,2
522,465,Wilson Gowda,33.0,10.0,1.0,,1
523,466,Imran Bhat,23.0,19.0,2.0,21.0,1
524,466,Syed Khan,28.0,25.0,1.0,58.0,1
525,467,Sunitha Khan,44.0,2.0,,,2
526,468,Manjunath Biradar,25.0,,2.0,41.0,1
527,469,Pushpa Bhat,18.0,25.0,1.0,16.0,2
528,470,Irfan Poojari,45.0,2.0,4.0,54.0,1
529,471,Shivakumar Gowda,30.0,14.0,1.0,26.0,1
530,472,Naveen Kumar,40.0,17.0,,37.0,1
531,473,Basavaraj Patil,46.0,,1.0,4.0,1
532,474,Manjunath Biradar,,,1.0,,1
533,475,Venkatesh Shetty,39.0,8.0,1.0,,1
534,475,Deepa Achari,25.0,,,23.0,2
535,476,Manjunath Swamy,25.0,22.0,1.0,,1
536,477,Anitha Sheikh,52.0,19.0,1.0,34.0,2
537,477,Mohammed Bhat,45.0,2.0,1.0,,1
538,478,Nagamma Fernandes,43.0,4.0,1.0,1.0,2
539,479,Umesh D'Souza,37.0,8.0,1.0,1.0,1
540,480,Anitha Hegde,61.0,6.0,1.0,41.0,2
541,481,Rekha Fernandes,51.0,18.0,,,2
542,482,Sunitha Reddy,39.0,5.0,1.0,47.0,2
543,483,Savitha Banakar,,,1.0,,2
544,484,Bhagya Biradar,41.0,19.0,,59.0,2
545,485,Santosh Kumar,36.0,13.0,1.0,8.0,1
546,486,Dinesh Kumar,47.0,,,,1
547,487,Vijay Bhat,52.0,15.0,,17.0,1
548,487,Kavitha Kulkarni,26.0,25.0,,49.0,2
549,488,Shivakumar Reddy,40.0,8.0,1.0,57.0,1
550,489,Syed Nayaka,43.0,,1.0,,1
551,490,Sunitha Biradar,18.0,3.0,1.0,,2
552,491,Fathima Bhat,51.0,17.0,,49.0,2
553,492,Shobha Nayaka,49.0,18.0,3.0,41.0,2
554,493,Pallavi Achari,53.0,23.0,2.0,1.0,2
555,494,Anthony Kumar,62.0,13.0,,,1
556,495,Abdul Bhat,18.0,12.0,1.0,,1
557,496,Vijay Naik,61.0,15.0,1.0,,1
558,497,Selvi Reddy,30.0,14.0,1.0,22.0,2
559,498,Kiran Poojari,,17.0,1.0,,1
560,499,Basavaraj Naik,29.0,18.0,1.0,55.0,1
561,499,Pallavi Poojari,18.0,11.0,1.0,,2
562,500,Joseph Sheikh,18.0,23.0,1.0,28.0,1
563,501,Irfan Khan,29.0,1.0,1.0,,1
564,502,Mohammed Reddy,31.0,10.0,1.0,,1
565,503,Kavitha Swamy,28.0,10.0,2.0,,2
566,503,Srinivas Achari,26.0,22.0,1.0,,1
567,504,Chetan Naik,48.0,8.0,1.0,25.0,1
568,505,Suma Shetty,45.0,,,,2
569,506,Savitha D'Souza,32.0,6.0,1.0,15.0,2
570,506,Hanumantha Shetty,45.0,19.0,1.0,,1
571,507,Joseph Desai,39.0,2.0,2.0,,1
572,508,Prakash Murthy,43.0,21.0,1.0,,1
573,509,Shobha Bhat,36.0,8.0,1.0,,2
574,510,Irfan Rao,41.0,,1.0,,1
575,511,Santosh Angadi,41.0,7.0,1.0,41.0,1
576,512,Girish Patil,18.0,8.0,1.0,,1
577,513,Mahesh Swamy,42.0,16.0,,,1
578,514,Lakshmi Naik,58.0,,1.0,34.0,2
579,515,Ramesh Kumar,43.0,11.0,1.0,21.0,1
580,516,Vijay Achari,27.0,22.0,1.0,27.0,1
581,517,Deepa Khan,25.0,12.0,,48.0,2
582,518,Wilson D'Souza,39.0,11.0,1.0,47.0,1
583,519,Kiran Reddy,37.0,12.0,,,1
584,520,Venkatesh Rao,40.0,2.0,,57.0,1
585,521,Lakshmi Angadi,47.0,,1.0,,2
586,522,Mary D'Souza,34.0,7.0,2.0,19.0,2
587,523,Deepa D'Souza,36.0,20.0,1.0,,2
588,524,Manjula Sheikh,52.0,20.0,2.0,34.0,2
589,525,Mohammed Pai,44.0,6.0,1.0,,1
590,526,Santosh Gowda,18.0,20.0,1.0,24.0,1
591,527,Joseph Patil,34.0,16.0,1.0,4.0,1
592,528,Mary Patil,51.0,16.0,,,2
593,529,Basavaraj Reddy,54.0,21.0,,,1
594,529,Selvi Kulkarni,69.0,24.0,,,2
595,530,Mary Fernandes,18.0,21.0,1.0,,2
596,531,Srinivas Desai,34.0,3.0,1.0,19.0,1
597,532,Joseph Rao,46.0,,,35.0,1
598,533,Mahesh Patil,33.0,15.0,1.0,4.0,1
599,534,Nagaraj Murthy,21.0,7.0,1.0,48.0,1
600,535,Vijay Khan,54.0,19.0,,,1
601,536,Raghavendra Naik,28.0,10.0,1.0,3.0,1
602,537,Umesh Kumar,33.0,12.0,1.0,57.0,1
603,538,Venkatesh Rao,42.0,14.0,1.0,52.0,1
604,539,Syed Bhat,48.0,25.0,1.0,4.0,1
605,540,Shobha Rao,40.0,19.0,1.0,51.0,2
606,541,Savitha Murthy,25.0,,1.0,51.0,2
607,542,Pallavi Patil,43.0,1.0,,45.0,2
608,543,Divya Naik,29.0,,1.0,9.0,2
609,544,Pallavi D'Souza,45.0,4.0,,55.0,2
610,545,Basavaraj Hegde,39.0,24.0,,,1
611,546,Radha Gowda,56.0,,,37.0,2
612,547,Prakash Achari,24.0,4.0,,,1
613,548,Lakshmi Hegde,58.0,,2.0,4.0,2
614,549,Dinesh Nayaka,21.0,23.0,5.0,,1
615,550,Mary Banakar,48.0,21.0,1.0,,2
616,551,Joseph Pai,35.0,6.0,2.0,,1
617,552,Nagamma Achari,38.0,23.0,1.0,19.0,2
618,553,Manjunath Pai,25.0,7.0,,32.0,1
619,554,Praveen Swamy,38.0,,,,1
620,555,Savitha Khan,39.0,12.0,1.0,,2
621,555,Manjula Reddy,38.0,6.0,1.0,52.0,2
622,556,Santosh Bhat,30.0,25.0,,,1
623,557,Asha Banakar,18.0,3.0,1.0,,2
624,558,Kavitha Rao,40.0,19.0,1.0,,2
625,559,Joseph Pai,46.0,23.0,1.0,20.0,1
626,560,Mohammed Naik,58.0,3.0,1.0,1.0,1
627,561,Pushpa Poojari,27.0,6.0,1.0,,2
628,562,Suma Poojari,28.0,21.0,1.0,,2
629,563,Kiran Pai,50.0,,,22.0,1
630,564,Lokesh D'Souza,48.0,13.0,1.0,,1
631,565,Deepa Rao,47.0,13.0,3.0,45.0,2
632,566,Santosh Bhat,43.0,18.0,1.0,47.0,1
633,567,Anthony Gowda,38.0,24.0,2.0,60.0,1
634,568,Naveen Reddy,33.0,12.0,1.0,35.0,1
635,569,Praveen Patil,,1.0,1.0,48.0,1
636,570,Anthony Kumar,42.0,9.0,1.0,16.0,1
637,571,Shivakumar Rao,36.0,,,9.0,1
638,571,Selvi Rao,59.0,,1.0,,2
639,572,Shobha Sheikh,55.0,12.0,1.0,,2
640,573,Divya Murthy,21.0,24.0,2.0,24.0,2
641,574,Savitha Hegde,24.0,12.0,1.0,26.0,2
642,575,Manjula D'Souza,21.0,,,6.0,2
643,576,Harish Kumar,35.0,21.0,1.0,45.0,1
644,577,Nagaraj Kumar,,22.0,1.0,,1
645,578,Savitha Kumar,48.0,7.0,1.0,,2
646,579,Nagaraj Poojari,18.0,13.0,1.0,59.0,1
647,580,Ramesh Patil,21.0,19.0,1.0,,1
648,581,Hanumantha Biradar,22.0,5.0,1.0,,1
649,582,Raghavendra Poojari,,22.0,1.0,47.0,1
650,583,Nagamma Desai,33.0,25.0,1.0,33.0,2
651,584,Bhagya Rao,64.0,4.0,1.0,,2
652,585,Raghavendra Reddy,27.0,9.0,3.0,,1
653,586,Santosh Angadi,33.0,9.0,1.0,1.0,1
654,587,Suresh Achari,39.0,21.0,,,1
655,588,Prakash Murthy,36.0,12.0,1.0,2.0,1
656,589,Suma Rao,37.0,7.0,1.0,,2
657,589,Imran Desai,56.0,17.0,,,1
658,589,Mary Naik,27.0,3.0,1.0,36.0,2
659,590,Anthony Khan,47.0,19.0,1.0,,1
660,591,Savitha Swamy,38.0,24.0,,35.0,2
661,592,Umesh Kulkarni,,18.0,1.0,31.0,1
662,593,Abdul Achari,23.0,25.0,1.0,25.0,1
663,594,Abdul Achari,53.0,1.0,1.0,,1
664,595,Fathima Desai,28.0,,1.0,,2
665,596,Anil Rao,34.0,,1.0,,1
666,597,Venkatesh Swamy,35.0,6.0,1.0,7.0,1
667,598,Santosh Hegde,27.0,11.0,,,1
668,599,Srinivas Desai,34.0,5.0,1.0,32.0,1
669,600,Lakshmi Desai,18.0,17.0,1.0,,2
670,601,Mary Biradar,49.0,1.0,1.0,24.0,2
671,602,Dinesh Bhat,48.0,24.0,1.0,11.0,1
672,603,Anitha Bhat,57.0,2.0,1.0,,2
673,604,Manjula Angadi,,14.0,1.0,55.0,2
674,605,Shivakumar Murthy,41.0,,,6.0,1
675,605,Mahesh Bhat,25.0,7.0,1.0,,1
676,606,Shobha D'Souza,18.0,9.0,1.0,26.0,2
677,607,Radha Desai,31.0,2.0,1.0,46.0,2
678,607,Radha Shetty,37.0,5.0,1.0,5.0,2
679,608,Prakash Murthy,49.0,23.0,,7.0,1
680,609,Srinivas Murthy,32.0,21.0,1.0,33.0,1
681,610,Anil Naik,53.0,,1.0,,1
682,611,Prakash Bhat,28.0,20.0,1.0,,1
683,612,Sunitha Biradar,39.0,15.0,1.0,37.0,2
684,613,Geetha Biradar,35.0,5.0,,11.0,2
685,614,Dinesh Banakar,43.0,3.0,1.0,37.0,1
686,615,Mohammed Kulkarni,21.0,25.0,1.0,45.0,1
687,616,Kiran Rao,62.0,22.0,1.0,46.0,1
688,617,Kavitha Kumar,,3.0,1.0,10.0,2
689,618,Santosh Kulkarni,25.0,25.0,,45.0,1
690,618,Hanumantha Biradar,58.0,14.0,2.0,40.0,1
691,618,Praveen Pai,46.0,7.0,,34.0,1
692,619,Naveen Fernandes,50.0,25.0,1.0,39.0,1
693,620,Lokesh Hegde,,9.0,6.0,,1
694,621,Hanumantha Fernandes,38.0,4.0,2.0,54.0,1
695,622,Irfan Bhat,,6.0,1.0,,1
696,623,Anthony Poojari,27.0,8.0,1.0,5.0,1
697,624,Praveen Fernandes,34.0,14.0,2.0,3.0,1
698,624,Anthony Rao,38.0,,,,1
699,625,Fathima Sheikh,51.0,14.0,2.0,23.0,2
700,626,Irfan Kulkarni,36.0,15.0,1.0,10.0,1
701,627,Umesh Pai,29.0,14.0,1.0,,1
702,628,Lakshmi Hegde,58.0,,1.0,45.0,2
703,629,Geetha Kulkarni,45.0,8.0,,,2
704,630,Santosh Naik,39.0,18.0,2.0,,1
705,631,Dinesh Biradar,33.0,23.0,1.0,,1
706,632,Suma Desai,28.0,19.0,1.0,3.0,2
707,633,Imran Rao,25.0,18.0,,42.0,1
708,634,Mohammed Fernandes,,13.0,1.0,,1
709,635,Joseph Patil,28.0,23.0,1.0,13.0,1
710,636,Nagaraj Achari,42.0,20.0,1.0,,1
711,637,Divya Bhat,40.0,2.0,1.0,51.0,2
712,638,Manjula Desai,47.0,7.0,1.0,,2
713,639,Lokesh Bhat,45.0,,1.0,46.0,1
714,640,Kavitha Patil,30.0,5.0,2.0,43.0,2
715,641,Selvi Banakar,36.0,1.0,3.0,55.0,2
716,642,Ramesh Sheikh,40.0,8.0,1.0,45.0,1
717,643,Prakash Shetty,40.0,23.0,3.0,,1
718,644,Geetha Nayaka,50.0,12.0,1.0,,2
719,645,Wilson Bhat,37.0,,,2.0,1
720,646,Geetha Khan,34.0,18.0,,28.0,2
721,647,Rekha Achari,33.0,12.0,1.0,,2
722,647,Lokesh Kulkarni,47.0,,,2.0,1
723,648,Sunitha Gowda,39.0,4.0,1.0,42.0,2
724,649,Lakshmi Bhat,33.0,,,24.0,2
725,650,Manjunath D'Souza,18.0,6.0,,14.0,1
726,651,Geetha Khan,,,1.0,2.0,2
727,652,Suma D'Souza,35.0,15.0,1.0,,2
728,653,Joseph Fernandes,35.0,10.0,,55.0,1
729,654,Fathima Kumar,37.0,,1.0,8.0,2
730,655,Raghavendra Gowda,27.0,18.0,1.0,26.0,1
731,655,Basavaraj Bhat,30.0,19.0,1.0,58.0,1
732,656,Selvi Angadi,35.0,25.0,1.0,17.0,2
733,656,Nagaraj Shetty,,16.0,2.0,25.0,1
734,657,Venkatesh Achari,45.0,9.0,1.0,,1
735,658,Nagamma Rao,47.0,3.0,,55.0,2
736,659,Kavitha Desai,31.0,25.0,2.0,25.0,2
737,660,Geetha Fernandes,45.0,9.0,1.0,,2
738,660,Deepa Bhat,33.0,24.0,1.0,,2
739,661,Ramesh D'Souza,41.0,2.0,1.0,,1
740,662,Suma Rao,19.0,,1.0,,2
741,663,Savitha Patil,49.0,20.0,,,2
742,664,Anil Rao,48.0,18.0,1.0,39.0,1
743,665,Bhagya D'Souza,47.0,10.0,1.0,53.0,2
744,666,Raghavendra Pai,36.0,22.0,1.0,7.0,1
745,667,Joseph Achari,,1.0,1.0,,1
746,668,Venkatesh Gowda,38.0,21.0,1.0,,1
747,669,Anil Gowda,30.0,6.0,1.0,,1
748,670,Naveen Angadi,25.0,11.0,1.0,,1
749,671,Praveen Kumar,30.0,14.0,1.0,35.0,1
750,672,Chetan Rao,46.0,6.0,2.0,1.0,1
751,673,Abdul Shetty,18.0,,,10.0,1
752,674,Nagaraj Nayaka,33.0,,1.0,,1
753,675,Suresh Swamy,35.0,2.0,,,1
754,676,Mahesh Sheikh,36.0,10.0,1.0,1.0,1
755,677,Selvi Sheikh,,14.0,1.0,59.0,2
756,678,Selvi Rao,25.0,19.0,1.0,24.0,2
757,679,Bhagya Reddy,46.0,13.0,1.0,,2
758,680,Praveen Gowda,36.0,23.0,2.0,39.0,1
759,680,Ayesha D'Souza,35.0,22.0,1.0,,2
760,681,Prakash Hegde,51.0,25.0,5.0,,1
761,682,Anil Angadi,45.0,5.0,,59.0,1
762,683,Mahesh Achari,28.0,6.0,,,1
763,684,Anitha Fernandes,43.0,4.0,,31.0,2
764,685,Venkatesh Kulkarni,34.0,6.0,,8.0,1
765,686,Girish Desai,40.0,,1.0,,1
766,687,Nagamma Nayaka,39.0,19.0,1.0,10.0,2
767,688,Kavitha Swamy,30.0,12.0,1.0,,2
768,689,Harish Khan,36.0,,,44.0,1
769,690,Girish Gowda,,18.0,1.0,46.0,1
770,691,Girish Bhat,37.0,21.0,2.0,,1
771,692,Ramesh Achari,37.0,15.0,1.0,13.0,1
772,693,Lakshmi Achari,34.0,8.0,1.0,57.0,2
773,694,Rekha Achari,,,,50.0,2
774,695,Mohammed Gowda,39.0,,,36.0,1
775,696,Raghavendra Kumar,18.0,8.0,1.0,,1
776,697,Srinivas Fernandes,35.0,8.0,3.0,53.0,1
777,698,Umesh Khan,34.0,13.0,1.0,57.0,1
778,699,Shobha Desai,36.0,4.0,3.0,40.0,2
779,700,Syed Khan,18.0,11.0,3.0,2.0,1
780,700,Sunitha Gowda,31.0,22.0,2.0,28.0,2
781,701,Pushpa Khan,18.0,4.0,1.0,54.0,2
782,702,Divya Khan,44.0,13.0,3.0,17.0,2
783,703,Mahesh Rao,,10.0,1.0,,1
784,704,Naveen Fernandes,52.0,17.0,1.0,,1
785,705,Raghavendra Hegde,42.0,1.0,1.0,27.0,1
786,706,Girish Pai,46.0,9.0,1.0,,1
787,707,Praveen Pai,38.0,17.0,,35.0,1
788,708,Ayesha Kumar,40.0,3.0,1.0,12.0,2
789,709,Pallavi Kulkarni,24.0,,1.0,46.0,2
790,710,Irfan Patil,36.0,10.0,1.0,,1
791,711,Rekha Biradar,38.0,16.0,1.0,,2
792,712,Mary Sheikh,46.0,,1.0,4.0,2
793,713,Anil Angadi,29.0,6.0,1.0,,1
794,714,Prakash Kulkarni,29.0,5.0,1.0,,1
795,715,Suma D'Souza,25.0,4.0,1.0,57.0,2
796,716,Harish Swamy,28.0,11.0,1.0,23.0,1
797,717,Asha Desai,18.0,,,,2
798,718,Selvi Pai,56.0,20.0,,52.0,2
799,719,Irfan Gowda,,20.0,1.0,29.0,1
800,720,Umesh Gowda,44.0,18.0,1.0,47.0,1
801,721,Raghavendra Shetty,33.0,15.0,2.0,,1
802,722,Lokesh Patil,54.0,1.0,1.0,48.0,1
803,723,Divya Murthy,42.0,19.0,,14.0,2
804,724,Shobha Hegde,50.0,24.0,2.0,25.0,2
805,725,Fathima Swamy,42.0,22.0,1.0,,2
806,725,Pallavi Nayaka,29.0,20.0,1.0,,2
807,726,Suresh Banakar,24.0,1.0,2.0,58.0,1
808,727,Nagaraj Achari,,11.0,1.0,,1
809,727,Rekha Desai,33.0,,1.0,,2
810,728,Pushpa Achari,32.0,9.0,,,2
811,729,Imran Sheikh,56.0,7.0,1.0,26.0,1
812,730,Radha Achari,22.0,,1.0,49.0,2
813,731,Savitha Nayaka,42.0,8.0,1.0,42.0,2
814,731,Vijay Sheikh,53.0,15.0,1.0,35.0,1
815,732,Lokesh Murthy,47.0,3.0,1.0,21.0,1
816,733,Shobha Hegde,39.0,6.0,1.0,,2
817,734,Basavaraj Pai,46.0,15.0,4.0,,1
818,735,Ramesh Shetty,22.0,24.0,1.0,1.0,1
819,736,Geetha D'Souza,47.0,21.0,1.0,25.0,2
820,737,Chetan Poojari,43.0,24.0,1.0,,1
821,738,Pushpa Nayaka,32.0,,1.0,,2
822,739,Irfan Rao,51.0,24.0,1.0,58.0,1
823,740,Ayesha Achari,,5.0,1.0,2.0,2
824,741,Mary Reddy,47.0,19.0,1.0,,2
825,742,Lakshmi Swamy,24.0,12.0,3.0,26.0,2
826,743,Nagamma Nayaka,,8.0,,37.0,2
827,744,Vijay Swamy,49.0,5.0,1.0,,1
828,745,Chetan Swamy,38.0,16.0,1.0,57.0,1
829,746,Venkatesh Bhat,38.0,16.0,2.0,,1
830,746,Anitha Angadi,52.0,8.0,2.0,53.0,2
831,747,Dinesh Banakar,37.0,11.0,1.0,17.0,1
832,748,Naveen D'Souza,44.0,1.0,1.0,39.0,1
833,749,Rekha Swamy,56.0,5.0,1.0,47.0,2
834,750,Imran Reddy,48.0,7.0,1.0,36.0,1
835,751,Kavitha Sheikh,34.0,9.0,1.0,1.0,2
836,751,Praveen Patil,27.0,9.0,1.0,,1
837,752,Vijay Reddy,39.0,21.0,1.0,27.0,1
838,753,Girish Naik,48.0,13.0,1.0,53.0,1
839,754,Kiran Kumar,32.0,22.0,1.0,,1
840,755,Shobha Murthy,43.0,10.0,1.0,48.0,2
841,756,Pushpa Hegde,38.0,12.0,1.0,,2
842,757,Prakash Reddy,49.0,10.0,1.0,25.0,1
843,758,Deepa Biradar,28.0,,1.0,,2
844,759,Sunitha Swamy,38.0,9.0,2.0,48.0,2
845,760,Venkatesh Khan,43.0,17.0,1.0,51.0,1
846,761,Kavitha Achari,36.0,,1.0,,2
847,762,Divya Poojari,55.0,15.0,,5.0,2
848,763,Ramesh Achari,49.0,16.0,1.0,,1
849,764,Hanumantha Sheikh,47.0,6.0,1.0,13.0,1
850,765,Pushpa Gowda,54.0,12.0,2.0,53.0,2
851,766,Shivakumar Poojari,50.0,13.0,1.0,60.0,1
852,767,Selvi Murthy,26.0,13.0,1.0,8.0,2
853,768,Abdul Desai,18.0,14.0,1.0,35.0,1
854,769,Anthony D'Souza,54.0,21.0,1.0,,1
855,770,Raghavendra Sheikh,21.0,12.0,1.0,58.0,1
856,771,Anil Bhat,44.0,19.0,2.0,,1
857,772,Savitha Sheikh,66.0,6.0,1.0,,2
858,773,Lakshmi Biradar,38.0,1.0,1.0,16.0,2
859,774,Chetan Murthy,34.0,6.0,1.0,,1
860,775,Naveen Hegde,28.0,5.0,1.0,51.0,1
861,775,Geetha Naik,41.0,23.0,1.0,46.0,2
862,776,Kavitha Angadi,36.0,6.0,1.0,,2
863,777,Savitha Achari,28.0,11.0,1.0,48.0,2
864,778,Raghavendra Hegde,,8.0,1.0,41.0,1
865,779,Lokesh Kulkarni,,8.0,1.0,42.0,1
866,780,Ramesh Angadi,26.0,,,35.0,1
867,781,Venkatesh Angadi,41.0,18.0,1.0,1.0,1
868,782,Harish Murthy,18.0,22.0,,32.0,1
869,783,Joseph Patil,47.0,3.0,1.0,57.0,1
870,784,Pallavi Rao,47.0,7.0,1.0,30.0,2
871,785,Dinesh D'Souza,,11.0,1.0,55.0,1
872,786,Nagaraj Nayaka,26.0,8.0,1.0,,1
873,787,Imran Bhat,47.0,23.0,1.0,29.0,1
874,788,Ramesh Desai,42.0,14.0,,10.0,1
875,789,Imran Naik,46.0,14.0,1.0,3.0,1
876,790,Kiran Banakar,44.0,,1.0,,1
877,791,Mahesh Patil,54.0,11.0,1.0,25.0,1
878,791,Nagaraj Nayaka,41.0,6.0,1.0,11.0,1
879,791,Abdul Biradar,23.0,3.0,1.0,,1
880,792,Rekha Nayaka,48.0,21.0,,23.0,2
881,793,Lakshmi Shetty,47.0,2.0,1.0,49.0,2
882,794,Basavaraj Sheikh,39.0,4.0,1.0,,1
883,795,Mahesh Patil,35.0,,1.0,3.0,1
884,796,Basavaraj Hegde,60.0,6.0,2.0,,1
885,797,Umesh Naik,36.0,25.0,1.0,16.0,1
886,798,Rekha Kulkarni,52.0,7.0,1.0,41.0,2
887,799,Nagamma Hegde,31.0,,2.0,,2
888,800,Radha Khan,23.0,14.0,1.0,1.0,2
889,801,Naveen Poojari,42.0,19.0,,49.0,1
890,802,Imran Desai,35.0,5.0,1.0,,1
891,802,Naveen Gowda,58.0,12.0,1.0,,1
892,803,Naveen Reddy,40.0,25.0,,,1
893,804,Girish Khan,,13.0,1.0,,1
894,805,Venkatesh Naik,40.0,5.0,1.0,23.0,1
895,806,Deepa Nayaka,58.0,25.0,,14.0,2
896,807,Hanumantha Patil,41.0,20.0,1.0,7.0,1
897,808,Prakash Naik,52.0,21.0,1.0,30.0,1
898,809,Basavaraj Khan,26.0,,1.0,49.0,1
899,810,Harish Kulkarni,44.0,8.0,,2.0,1
900,811,Mahesh Biradar,61.0,,1.0,,1
901,812,Joseph Shetty,30.0,,2.0,,1
902,813,Mohammed Biradar,34.0,5.0,5.0,38.0,1
903,814,Prakash Fernandes,39.0,,1.0,,1
904,815,Fathima Angadi,51.0,12.0,,35.0,2
905,816,Anitha Patil,18.0,25.0,1.0,22.0,2
906,817,Nagamma Nayaka,22.0,7.0,1.0,,2
907,818,Anil Kumar,43.0,9.0,1.0,54.0,1
908,819,Mary Shetty,44.0,21.0,2.0,24.0,2
909,820,Shobha Khan,41.0,13.0,1.0,24.0,2
910,821,Imran Kulkarni,27.0,18.0,1.0,,1
911,822,Manjula Hegde,41.0,21.0,1.0,35.0,2
912,823,Santosh Nayaka,47.0,25.0,1.0,9.0,1
913,824,Asha Banakar,36.0,17.0,1.0,,2
914,825,Anthony Gowda,23.0,,1.0,16.0,1
915,826,Bhagya Swamy,51.0,21.0,,57.0,2
916,827,Dinesh Shetty,,23.0,1.0,29.0,1
917,827,Imran Angadi,42.0,14.0,1.0,21.0,1
918,828,Asha Poojari,34.0,24.0,,,2
919,829,Ayesha Nayaka,57.0,5.0,1.0,,2
920,830,Syed Kulkarni,18.0,8.0,,,1
921,831,Radha Rao,32.0,16.0,1.0,,2
922,831,Savitha Kulkarni,25.0,16.0,1.0,57.0,2
923,832,Abdul D'Souza,38.0,20.0,1.0,19.0,1
924,833,Mary Patil,25.0,13.0,1.0,30.0,2
925,834,Hanumantha Rao,38.0,20.0,4.0,8.0,1
926,835,Savitha Fernandes,37.0,7.0,,,2
927,836,Ayesha Bhat,18.0,25.0,,20.0,2
928,837,Shivakumar Kumar,55.0,22.0,2.0,,1
929,838,Rekha Poojari,,17.0,1.0,5.0,2
930,839,Ayesha Pai,18.0,17.0,5.0,57.0,2
931,840,Lakshmi Desai,55.0,7.0,2.0,22.0,2
932,841,Syed Biradar,,21.0,1.0,30.0,1
933,842,Raghavendra Banakar,41.0,6.0,1.0,41.0,1
934,842,Irfan Kulkarni,42.0,22.0,1.0,24.0,1
935,843,Fathima Poojari,44.0,25.0,,,2
936,844,Imran Naik,18.0,20.0,1.0,42.0,1
937,845,Nagamma Poojari,43.0,14.0,2.0,,2
938,846,Anthony Reddy,44.0,22.0,1.0,,1
939,847,Manjula Kulkarni,37.0,,3.0,,2
940,848,Srinivas Nayaka,31.0,18.0,1.0,6.0,1
941,849,Lokesh Poojari,39.0,,,,1
942,850,Lakshmi Reddy,43.0,2.0,2.0,,2
943,851,Naveen Pai,,7.0,1.0,30.0,1
944,851,Ramesh Fernandes,,11.0,1.0,2.0,1
945,852,Anthony Shetty,33.0,12.0,1.0,27.0,1
946,853,Ramesh Angadi,30.0,10.0,1.0,32.0,1
947,854,Nagamma Hegde,42.0,7.0,1.0,39.0,2
948,855,Manjunath Murthy,30.0,7.0,1.0,,1
949,856,Nagaraj Naik,42.0,9.0,1.0,29.0,1
950,857,Hanumantha Murthy,39.0,10.0,1.0,,1
951,858,Pallavi Rao,47.0,7.0,1.0,,2
952,859,Nagaraj Desai,30.0,22.0,1.0,,1
953,860,Selvi Hegde,29.0,,2.0,40.0,2
954,861,Syed Rao,32.0,,1.0,,1
955,862,Radha Pai,32.0,13.0,1.0,18.0,2
956,863,Abdul Bhat,40.0,8.0,1.0,5.0,1
957,863,Raghavendra D'Souza,42.0,,,52.0,1
958,864,Mahesh Fernandes,42.0,4.0,1.0,35.0,1
959,865,Selvi Shetty,50.0,14.0,1.0,1.0,2
960,865,Fathima Poojari,44.0,2.0,1.0,14.0,2
961,866,Abdul Sheikh,42.0,14.0,,24.0,1
962,867,Kiran Swamy,30.0,,1.0,14.0,1
963,868,Shivakumar Kumar,33.0,12.0,1.0,26.0,1
